object_id	ids_id	image_url	image_label	image_category
edanmdm-ofeo-sg_2014-1217A	SG-2014-1217A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1217A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2014-1219A	SG-2014-1219A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1219A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2014-1219A	SG-2014-1219A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1219A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2014-1219A	SG-2014-1219A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1219A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2014-1219A	SG-2014-1219A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1219A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2014-1216A	SG-2014-1216A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1216A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2014-1216A	SG-2014-1216A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1216A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2014-1216A	SG-2014-1216A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1216A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2014-1216A	SG-2014-1216A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1216A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2014-1216A	SG-2014-1216A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1216A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2014-1220A	SG-2014-1220A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1220A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2014-1220A	SG-2014-1220A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1220A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2014-1220A	SG-2014-1220A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2014-1220A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-LEF1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-LEF1-HL-000002	LEF1	LEF
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-FLO2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-FLO2-HL	FLO2	FLO
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-SNP2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-SNP2-HL	SNP2	SNP
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2018-0758A	SG-2018-0758A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2018-0758A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-0438A	SG-2011-0438A-MISC1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0438A-MISC1-HL	MISC1	MIS
edanmdm-ofeo-sg_2011-0787A	SG-2011-0787A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0787A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0787A	SG-2011-0787A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0787A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-FLO2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-FLO2-HL	FLO2	FLO
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-FLO3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-FLO3-HL	FLO3	FLO
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-203	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-203	203	203
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-204	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-204	204	204
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-0777A	SG-2011-0777A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-0777A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-FLO2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-FLO2-HL	FLO2	FLO
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-LEF2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-LEF2-HL	LEF2	LEF
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE4-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE4-HL	STE4	STE
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE5-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE5-HL	STE5	STE
edanmdm-ofeo-sg_2011-1244A	SG-2011-1244A-STE6-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1244A-STE6-HL	STE6	STE
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-FLO1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-FLO1-HL	FLO1	FLO
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-FAL1-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-FAL1-HL-000002	FAL1	FAL
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-SNP2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-SNP2-HL	SNP2	SNP
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-FLO2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-FLO2-HL	FLO2	FLO
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-STE4-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-STE4-HL	STE4	STE
edanmdm-ofeo-sg_2011-1066A	SG-2011-1066A-BAR3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1066A-BAR3-HL	BAR3	BAR
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-LEF1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-LEF1-HL	LEF1	LEF
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-BAR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-BAR1-HL	BAR1	BAR
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-STE3-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-STE3-HL	STE3	STE
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-BAR2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-BAR2-HL	BAR2	BAR
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-STE2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-STE2-HL	STE2	STE
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-LEB1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-LEB1-HL	LEB1	LEB
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-STE1-HL	STE1	STE
edanmdm-ofeo-sg_2011-1431A	SG-2011-1431A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-1431A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2011-2668A	SG-2011-2668A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2668A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-2668A	SG-2011-2668A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2668A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-2712A	SG-2011-2712A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2712A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-2712A	SG-2011-2712A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2712A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-2708A	SG-2011-2708A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2708A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-2708A	SG-2011-2708A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2708A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-2667A	SG-2011-2667A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2667A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-2667A	SG-2011-2667A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2667A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-2709A	SG-2011-2709A-SUM1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2709A-SUM1-HL	SUM1	SUM
edanmdm-ofeo-sg_2011-2709A	SG-2011-2709A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2709A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2011-2969A	SG-2011-2969A-WIN1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2011-2969A-WIN1-HL	WIN1	WIN
edanmdm-ofeo-sg_2017-0379A	SG-2017-0379A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0379A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2017-0379A	SG-2017-0379A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0379A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2017-0379A	SG-2017-0379A-SUM-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0379A-SUM-HL-000002	SUM	SUM
edanmdm-ofeo-sg_2017-0379A	SG-2017-0379A-BAR-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0379A-BAR-HL-000002	BAR	BAR
edanmdm-ofeo-sg_2017-0380A	SG-2017-0380A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0380A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2017-0380A	SG-2017-0380A-SUM-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0380A-SUM-HL-000002	SUM	SUM
edanmdm-ofeo-sg_2017-0380A	SG-2017-0380A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0380A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2017-0380A	SG-2017-0380A-BAR-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0380A-BAR-HL-000002	BAR	BAR
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-BAR-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-BAR-HL-000002	BAR	BAR
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-FAL1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-FAL1-HL	FAL1	FAL
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-SPR1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-SPR1-HL	SPR1	SPR
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-WIN-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-WIN-HL	WIN	WIN
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-SUM-HL-000002	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-SUM-HL-000002	SUM	SUM
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-BUD2-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-BUD2-HL	BUD2	BUD
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-BUD1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-BUD1-HL	BUD1	BUD
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-SNP1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-SNP1-HL	SNP1	SNP
edanmdm-ofeo-sg_2017-0385A	SG-2017-0385A-STE1-HL	https://ids.si.edu/ids/deliveryService?id=SG-2017-0385A-STE1-HL	STE1	STE
